ID_Aluno,Idade,Tipo_escola,Escolaridade,Estado,Municipio,Trabalhando,Estudando,Concluiu_EAD,Aprender_EAD,Recursos,Disponibilidade_Tutoria,Disponibilidade_3_Meses,Pessoas_Casa,Renda_Familiar,Horario_Estudando,Abandono_curso,Categoria_Recursos
122,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,6,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,0,Dispositivo Proprio com internet propria
123,21,public,Cursando o 3º ano do Ensino Médio,SP,São Caetano do Sul,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
124,19,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
125,21,public,Cursando o 3º ano do Ensino Médio,SP,Franco da Rocha,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,0,Dispositivo Proprio com internet propria
126,17,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Iguaçu,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
130,18,public,Cursando o 3º ano do Ensino Médio,RJ,Queimados,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Manhã,1,Dispositivo Proprio com internet propria
131,22,public,Cursando o 3º ano do Ensino Médio,RJ,Belford Roxo,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
132,18,scholarship,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo Proprio com internet propria
133,22,public,Ensino Médio concluído e não estudando,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio,Sim,Sim,1,Até 1 salário mínimo (até R$1.100),Já concluí,0,Dispositivo proprio com internet compartilhada
134,21,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Iguaçu,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,0,Dispositivo Proprio com internet propria
135,17,public,Cursando o 3º ano do Ensino Médio,RJ,Macaé,Não,Sim,Ainda não concluí um curso a distância,Não sei dizer,Computador/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Manhã,0,Dispositivo Proprio com internet propria
136,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Noite,1,Dispositivo proprio com internet compartilhada
140,22,public,Cursando o 3º ano do Ensino Médio,SP,Osasco,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
141,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,SIm e fiz totalmente pelo celular,Não sei dizer,Celular próprio,Sim,Sim,6,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo proprio com internet compartilhada
142,19,public,Cursando o 3º ano do Ensino Médio,SP,Cajamar,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Noite,1,Dispositivo Proprio com internet propria
143,22,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
144,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo proprio com internet compartilhada
145,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Tablet próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Manhã,1,Dispositivo Proprio com internet propria
146,18,public,Cursando o Ensino Superior,SC,São José,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Já concluí,0,Dispositivo Proprio com internet propria
150,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
151,18,public,Cursando o 3º ano do Ensino Médio,RJ,Japeri,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo proprio com internet compartilhada
152,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Manhã,1,Dispositivo Proprio com internet propria
153,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,0,Dispositivo Proprio com internet propria
154,22,public,Cursando o 3º ano do Ensino Médio,SP,Campinas,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
155,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo proprio com internet compartilhada
156,19,public,Cursando o 3º ano do Ensino Médio,SC,Águas Mornas,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo proprio com internet compartilhada
160,20,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
161,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Tablet compartilhado/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,0,Dispositivo Proprio com internet propria
162,18,public,Ensino Médio concluído e não estudando,RJ,Volta Redonda,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Manhã,0,Dispositivo Proprio com internet propria
163,18,public,Cursando o 3º ano do Ensino Médio,RS,Gravataí,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,0,Dispositivo Proprio com internet propria
164,20,public,Cursando o 3º ano do Ensino Médio,RJ,São João de Meriti,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Já concluí,0,Dispositivo Proprio com internet propria
165,18,public,Cursando o 3º ano do Ensino Médio,SP,Mogi das Cruzes,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,0,Dispositivo Proprio com internet propria
166,19,public,Cursando o 3º ano do Ensino Médio,SP,Barueri,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
170,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Ainda não concluí um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
171,22,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,6,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,0,Dispositivo Proprio com internet propria
172,19,public,Cursando o 3º ano do Ensino Médio,SP,Guarulhos,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,1,Dispositivo Proprio com internet propria
173,21,public,Cursando o 3º ano do Ensino Médio,SP,Santos,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
174,19,public,Cursando o 3º ano do Ensino Médio,SP,Jandira,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo Proprio com internet propria
175,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Sim e fiz totalmente pelo computador,Quase nada,Computador/Celular próprio,Sim,Sim,2,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo proprio com internet compartilhada
176,18,public,Cursando o 3º ano do Ensino Médio,SP,Cotia,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
180,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo Proprio com internet propria
181,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Manhã,1,Dispositivo Proprio com internet propria
182,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,1,Dispositivo Proprio com internet propria
183,18,scholarship,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Manhã,1,Dispositivo Proprio com internet propria
184,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Já concluí,0,Dispositivo proprio com internet compartilhada
185,19,public,Cursando o 3º ano do Ensino Médio,SP,Embu das Artes,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
186,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Já concluí,1,Dispositivo Proprio com internet propria
190,18,public,Ensino Médio concluído e não estudando,SC,Palhoça,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Manhã,0,Dispositivo Proprio com internet propria
191,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Já concluí,0,Dispositivo Proprio com internet propria
192,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Já concluí,0,Dispositivo Proprio com internet propria
193,17,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Iguaçu,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet 4G,Sim,Sim,2,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Manhã,1,Dispositivo Proprio com internet propria
194,18,public,Cursando o 3º ano do Ensino Médio,SP,Taboão da Serra,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Noite,1,Dispositivo Proprio com internet propria
